T Matrix
0,-2,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,-2,0,0,0,
-2,0,-2,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,0,0,-2,0,0,0,0,0,0,0,-2,0,0,0,0,
-2,-2,0,-2,0,-2,-2,-2,-2,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,0,0,-2,0,0,0,0,0,
-2,-2,-2,0,0,0,-2,-2,0,-2,0,-2,-2,0,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,0,0,0,
-2,-2,0,0,0,-2,-2,-2,-2,-2,0,0,-2,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0,0,
-2,-2,-2,0,-2,0,-2,-2,-2,-2,-2,0,0,-2,0,-2,0,0,-2,0,0,0,0,0,0,0,-2,0,0,0,
0,-2,-2,-2,-2,-2,0,-2,0,-2,-2,-2,-2,0,-2,0,0,0,0,-2,0,0,0,0,0,-2,0,0,0,0,
0,0,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,-2,0,-2,0,0,0,0,-2,0,0,0,-2,0,0,0,0,0,
-2,0,-2,0,-2,-2,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0,
0,-2,0,-2,-2,-2,-2,0,-2,0,-2,-2,-2,-2,-2,0,0,0,0,-2,0,0,0,0,0,0,0,-2,0,0,
-2,0,-2,0,0,-2,-2,-2,-2,-2,0,-2,0,-2,-2,-2,0,0,0,0,-2,0,0,0,0,0,-2,0,0,0,
0,-2,0,-2,0,0,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,0,0,0,0,-2,0,0,0,-2,0,0,0,0,
-2,0,0,-2,0,-2,0,-2,0,-2,0,0,0,-2,-2,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,
0,-2,0,0,0,0,-2,0,-2,-2,-2,0,-2,0,-2,-2,0,0,0,0,-2,0,0,0,0,0,0,0,-2,0,
0,0,-2,0,-2,-2,0,-2,0,-2,-2,-2,-2,-2,0,-2,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0,
-2,0,0,-2,-2,0,-2,0,-2,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,
-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,
0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0,
0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,-2,0,
0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,-2,0,-2,
0,0,0,0,0,0,0,-2,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,-2,0,
0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,
0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,
0,0,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,
0,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,0,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,
-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,-2,0,-2,0,-2,0,-2,0,0,0,0,0,0,0,
0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,


Inputs
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,

Pre-convergance outputs:
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4258109657070858,0.0,0.0,0.0,0.0,0.0,0.38123654117966066,0.1513734627345063,0.0,0.0,0.0,0.0,0.0,0.4310823755739987,

Post-convergance outputs:
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4258109657070858,0.0,0.0,0.0,0.0,0.0,0.38123654117966066,0.1513734627345063,0.0,0.0,0.0,0.0,0.0,0.4310823755739987,
